claim_id,location,claim_type,value_paper,digits,units,comparison,needs_block,claim
design_half_english,Experimental Treatments (p. 618),descriptive,NA,0,NA,==,TRUE,"Half the subjects took the entire survey in English, while the other half took the entire survey in Spanish"
design_exp23_year,Experimental Treatments (p. 618),definitional,2016,0,NA,==,FALSE,Experiments 2 and 3 were conducted in October 2016
design_exp23_bilinguals,Experimental Treatments (p. 618),pipeline,1681,0,NA,==,TRUE,"in October 2016 among 1,681 bilinguals and 1,344 monolinguals"
design_exp23_monolinguals,Experimental Treatments (p. 618),pipeline,1344,0,NA,==,TRUE,"in October 2016 among 1,681 bilinguals and 1,344 monolinguals: the monolinguals"
design_chisq_statistic,Experimental Treatments (p. 619),pipeline,7.3,1,NA,==,TRUE,"The number of subjects in each cell is consistent with random assignment (chi-squared = 7.3, df = 7, p = 0.40)"
design_chisq_df,Experimental Treatments (p. 619),pipeline,7,0,NA,==,TRUE,"(chi-squared = 7.3, df = 7, p = 0.40): the degrees of freedom"
design_chisq_p,Experimental Treatments (p. 619),pipeline,0.40,2,NA,==,TRUE,"(chi-squared = 7.3, df = 7, p = 0.40): the p-value"
design_ad_versions,Experimental Treatments (p. 619),definitional,2,0,NA,==,FALSE,"the two versions of each ad were nearly identical in terms of visuals, spoken content, and length"
design_ad_versions_slippage,Experimental Treatments (p. 619),definitional,2,0,NA,==,FALSE,slight slippage in content across the two versions of the ads
design_outcome_measures,Outcome Measures (p. 621),pipeline,5,0,NA,==,TRUE,Our five outcome measures are shown next
design_appendix_survey_reference,Outcome Measures (p. 621),descriptive,NA,0,NA,==,TRUE,"subjects assigned to the Spanish-language survey saw these questions in Spanish, the full text of which is available in the supplemental Appendix C"
design_general_high,Outcome Measures (p. 621),definitional,1,0,NA,==,TRUE,coded 1 if the respondent preferred the advertising candidate
design_general_low,Outcome Measures (p. 621),definitional,0,0,NA,==,TRUE,and 0 otherwise
design_election_year_bush,Outcome Measures (p. 622),definitional,2016,0,NA,==,FALSE,If the 2016 election for President were being held today
design_election_year_vela,Outcome Measures (p. 622),definitional,2016,0,NA,==,FALSE,If the 2016 congressional elections were being held today (Vela)
design_election_year_coffman,Outcome Measures (p. 622),definitional,2016,0,NA,==,FALSE,If the 2016 congressional elections were being held today (Coffman)
design_intermediate_questions,Outcome Measures (p. 622),structural,3,0,NA,==,FALSE,We group these next three questions as intermediate outcomes
design_like_scale_min,Outcome Measures (p. 622),definitional,1,0,NA,==,TRUE,Like Candidate: Branching question mapped into scale from 1 to 7
design_like_scale_max,Outcome Measures (p. 622),definitional,7,0,NA,==,TRUE,Like Candidate: Branching question mapped into scale from 1 to 7
design_cares_high,Outcome Measures (p. 622),definitional,1,0,NA,==,TRUE,Candidate Cares: 1: Cares about people like me
design_cares_low,Outcome Measures (p. 622),definitional,0,0,NA,==,TRUE,Candidate Cares: 0: Doesn't care about people like me
design_confidence_min,Outcome Measures (p. 622),definitional,1,0,NA,==,TRUE,"Confidence in Candidate: Scale from 1 to 4, where 4 indicates greater confidence"
design_confidence_max,Outcome Measures (p. 622),definitional,4,0,NA,==,TRUE,"Confidence in Candidate: Scale from 1 to 4, where 4 indicates greater confidence"
design_confidence_top,Outcome Measures (p. 622),definitional,4,0,NA,==,TRUE,Confidence in Candidate: where 4 indicates greater confidence
design_linked_fate_min,Outcome Measures (p. 622),definitional,1,0,NA,==,TRUE,"Linked Fate: Scale from 1 to 4, where 4 indicates a lot"
design_linked_fate_max,Outcome Measures (p. 622),definitional,4,0,NA,==,TRUE,"Linked Fate: Scale from 1 to 4, where 4 indicates a lot"
design_linked_fate_top,Outcome Measures (p. 622),definitional,4,0,NA,==,TRUE,Linked Fate: where 4 indicates a lot
design_equation_number,Outcome Measures (p. 622),structural,1,0,NA,==,FALSE,We will model outcomes according to Equation 1. The float's own number.
design_equation_notation,Equation 1 (p. 623),definitional,NA,0,NA,==,FALSE,"Yi = beta_0 + beta_1 Z_iAd + beta_2 Z_iSurvey + epsilon_i. The subscripts 0, 1 and 2 are notation."
design_appendix_logit_reference,Outcome Measures (p. 623),descriptive,NA,0,NA,==,TRUE,see supplemental Appendix A for logistic regression tables equivalent to Tables 5 and 7
design_logit_crossref_tables,Outcome Measures (p. 623),structural,NA,0,NA,==,FALSE,logistic regression tables equivalent to Tables 5 and 7. Both cross-references resolve: appendix Table C.9 restates Table 5 and Table C.10 restates Table 7.
results_sets,Results (p. 623),structural,4,0,NA,==,FALSE,"In this section, we present four sets of results"
results_n_varies,Results (p. 623),descriptive,NA,0,NA,==,TRUE,"Due to item non-response, the number of subjects who answer each question changes very slightly"
results_nonresponse_tests,Results (p. 623),descriptive,NA,0,NA,==,TRUE,formal tests indicate that item non-response is unlikely to be related to treatment assignment
results_three_experiments,Effects on Candidate Preference (p. 623),pipeline,3,0,NA,==,TRUE,Table 5 shows our main results in all three experiments
results_columns_referenced,Effects on Candidate Preference (p. 623),structural,NA,0,NA,==,FALSE,"We turn our attention first to columns 1, 2, and 4. Column indices of Table 5, not quantities."
results_bush_ate,Effects on Candidate Preference (p. 624),pipeline,4.9,1,percentage points,==,TRUE,bilingual subjects who saw the Spanish-language ad were 4.9 percentage points (SE: 2.3 percentage points) more likely to support Bush in the general election
results_bush_ate_se,Effects on Candidate Preference (p. 624),pipeline,2.3,1,percentage points,==,TRUE,4.9 percentage points (SE: 2.3 percentage points): the standard error
results_identical_point_estimate,Effects on Candidate Preference (p. 624),descriptive,NA,0,NA,==,TRUE,We obtain the identical point estimate in our second experiment
results_vela_ate,Effects on Candidate Preference (p. 624),pipeline,4.9,1,percentage points,==,TRUE,the effect on bilinguals' general election support for Filemon Vela is also estimated to be 4.9 percentage points (SE: 2.4 percentage points)
results_vela_ate_se,Effects on Candidate Preference (p. 624),pipeline,2.4,1,percentage points,==,TRUE,4.9 percentage points (SE: 2.4 percentage points): the standard error
results_both_significant,Effects on Candidate Preference (p. 624),descriptive,NA,0,NA,==,TRUE,Both estimates are statistically significant at conventional levels
results_vela_survey_ate,Effects on Candidate Preference (p. 624),pipeline,7.3,1,percentage points,==,TRUE,being assigned to take the survey in Spanish increased support for Filemon Vela by an astounding 7.3 percentage points (SE: 2.4 percentage points)
results_vela_survey_ate_se,Effects on Candidate Preference (p. 624),pipeline,2.4,1,percentage points,==,TRUE,7.3 percentage points (SE: 2.4 percentage points): the standard error
results_vela_mono_ate,Effects on Candidate Preference (p. 624),pipeline,-2,0,percentage points,==,TRUE,"For Vela, the average effect is estimated to be negative two percentage points"
results_vela_mono_not_significant,Effects on Candidate Preference (p. 624),descriptive,NA,0,NA,==,TRUE,although this estimate cannot be distinguished from zero
results_coffman_mono_ate,Effects on Candidate Preference (p. 624),pipeline,-18.7,1,percentage points,==,TRUE,support for Coffman decreases by 18.7 percentage points (SE: 2.6 percentage points) when subjects see the ad in Spanish
results_coffman_mono_ate_se,Effects on Candidate Preference (p. 624),pipeline,2.6,1,percentage points,==,TRUE,18.7 percentage points (SE: 2.6 percentage points): the standard error
results_coffman_control_support,Effects on Candidate Preference (p. 624),pipeline,51,0,percent,==,TRUE,Coffman's support in the control group was 51%
results_intermediate_outcomes,Effects on Mechanisms (p. 624),structural,3,0,NA,==,FALSE,"Tables 6, 7, and 8 display the estimated effects of treatment on our three intermediate outcomes"
results_bush_like_ate,Effects on Mechanisms (p. 624),pipeline,0.167,3,scale points,==,TRUE,"The Spanish-language ad causes bilingual subjects to like Bush somewhat more (0.167 points on a seven-point scale, SE: 0.075 points)"
results_bush_like_ate_se,Effects on Mechanisms (p. 624),pipeline,0.075,3,scale points,==,TRUE,"0.167 points on a seven-point scale, SE: 0.075 points: the standard error"
results_seven_point_scale,Effects on Mechanisms (p. 624),definitional,7,0,NA,==,TRUE,0.167 points on a seven-point scale. Same scale as design_like_scale_max.
results_bilingual_cares_magnitude,Effects on Mechanisms (p. 625),descriptive,NA,0,percentage points,approx,TRUE,We observe mildly positive effects among bilinguals on the order of 2 to 3 percentage points
results_vela_mono_cares,Effects on Mechanisms (p. 625),pipeline,-15.2,1,percentage points,==,TRUE,negative 15.2 percentage points (SE: 2.5 percentage points) for Vela
results_vela_mono_cares_se,Effects on Mechanisms (p. 625),pipeline,2.5,1,percentage points,==,TRUE,negative 15.2 percentage points (SE: 2.5 percentage points): the standard error
results_coffman_mono_cares,Effects on Mechanisms (p. 625),pipeline,-15.5,1,percentage points,==,TRUE,negative 15.5 percentage points (SE: 2.4 percentage points) for Coffman
results_coffman_mono_cares_se,Effects on Mechanisms (p. 625),pipeline,2.4,1,percentage points,==,TRUE,negative 15.5 percentage points (SE: 2.4 percentage points): the standard error
results_interaction_opportunities,Effects on Mechanisms (p. 625),pipeline,12,0,NA,==,TRUE,"Out of 12 opportunities, none of the interaction terms are significant at the 5% level"
results_interaction_sig_05,Effects on Mechanisms (p. 625),pipeline,0,0,NA,==,TRUE,none of the interaction terms are significant at the 5% level
results_alpha_05,Effects on Mechanisms (p. 625),definitional,5,0,percent,==,FALSE,"significant at the 5% level. A threshold, visible in the comparison the claim block makes."
results_interaction_sig_10,Effects on Mechanisms (p. 625),pipeline,2,0,NA,==,TRUE,Two of the 12 are significant at the 10% level
results_interaction_opportunities_restated,Effects on Mechanisms (p. 625),pipeline,12,0,NA,==,TRUE,Two of the 12 are significant at the 10% level: the denominator
results_alpha_10,Effects on Mechanisms (p. 625),definitional,10,0,percent,==,FALSE,"significant at the 10% level. A threshold, visible in the comparison the claim block makes."
results_figure_1_outcomes,Figure 1 caption (p. 627),pipeline,4,0,NA,==,TRUE,Estimated average treatment effects of Spanish-language versus English-language advertisements on four outcomes
results_coffman_rep_ate,Heterogeneous Effects by Respondent Partisanship (p. 626),pipeline,-16.8,1,percentage points,==,TRUE,"Among Republicans, the effect is -16.8 percentage points (SE: 4.0 points)"
results_coffman_rep_ate_se,Heterogeneous Effects by Respondent Partisanship (p. 627),pipeline,4.0,1,percentage points,==,TRUE,-16.8 percentage points (SE: 4.0 points): the standard error
results_coffman_dem_ate,Heterogeneous Effects by Respondent Partisanship (p. 627),pipeline,-14.1,1,percentage points,==,TRUE,among Democrats it is -14.1 points (SE: 3.3 points)
results_coffman_dem_ate_se,Heterogeneous Effects by Respondent Partisanship (p. 627),pipeline,3.3,1,percentage points,==,TRUE,-14.1 points (SE: 3.3 points): the standard error
results_party_difference_ns,Heterogeneous Effects by Respondent Partisanship (p. 627),descriptive,NA,0,NA,==,TRUE,the difference is not statistically significant
results_figure_2_dvs,Heterogeneous Effects by Respondent Partisanship (p. 627),pipeline,4,0,NA,==,TRUE,Figure 2 shows the estimated effects of treatment by party for all four dependent variables
results_two_patterns,Heterogeneous Effects by Respondent Partisanship (p. 627),structural,2,0,NA,==,FALSE,The figure reveals two striking patterns
results_mono_no_party_difference,Heterogeneous Effects by Respondent Partisanship (p. 627),descriptive,NA,0,NA,==,TRUE,"among monolinguals, the pattern of treatment effects does not differ by respondent partisanship"
results_bilingual_party_direction,Heterogeneous Effects by Respondent Partisanship (p. 627),descriptive,NA,0,NA,==,TRUE,"Democratic bilinguals respond positively to both the Vela and Coffman Spanish-language ads, whereas Republican bilinguals respond negatively to both"
results_figure_2_caption_outcomes,Figure 2 caption (p. 628),pipeline,4,0,NA,==,TRUE,"Heterogeneous effects of Spanish-language advertisment on four outcomes, by respondent partisanship"
results_perez_linked_fate,Effects on Linked Fate (p. 627),transcribed,0.451,3,scale points,==,FALSE,Perez (2011) finds that subjects who interview in Spanish score 0.451 points higher on linked fate. Taken from that paper.
results_linked_fate_bush,Effects on Linked Fate (p. 628),pipeline,0.24,2,scale points,==,TRUE,The treatment raised linked fate by 0.24 scale points (SE: 0.04 points) on average in the Bush experiment
results_linked_fate_bush_se,Effects on Linked Fate (p. 628),pipeline,0.04,2,scale points,==,TRUE,0.24 scale points (SE: 0.04 points): the standard error
results_linked_fate_vela_coffman,Effects on Linked Fate (p. 628),pipeline,0.13,2,scale points,==,TRUE,and by 0.13 scale points (SE: 0.04 points) in the Vela and Coffman experiments
results_linked_fate_vela_coffman_se,Effects on Linked Fate (p. 628),pipeline,0.04,2,scale points,==,TRUE,0.13 scale points (SE: 0.04 points): the standard error
results_linked_fate_both_significant,Effects on Linked Fate (p. 628),descriptive,NA,0,NA,==,TRUE,Both estimates are statistically significant
discussion_three_experiments,Discussion (p. 629),pipeline,3,0,NA,==,TRUE,Drawing on evidence from three randomized survey experiments
discussion_effect_five_points,Discussion (p. 629),pipeline,5,0,percentage points,==,TRUE,"In the Bush and Vela experiments, bilingual subjects who were randomly assigned to view a Spanish-language ad were approximately 5 percentage points more likely to support the advertising candidate"
discussion_ad_versions,Discussion (p. 629),definitional,2,0,NA,==,FALSE,"the content of the ad, which is held constant across the two versions"
discussion_assumed_bilingual_effect,Discussion (p. 629),definitional,5,0,percentage points,==,TRUE,Suppose for the moment that the positive effect among bilinguals is 5 percentage points
discussion_assumed_monolingual_effect,Discussion (p. 629),definitional,-15,0,percentage points,==,TRUE,but the effect among English-only monolinguals is negative 15 percentage points
discussion_two_parameters,Discussion (p. 629),structural,2,0,NA,==,FALSE,the payoff to a multilingual campaign will depend on two parameters
discussion_electorate_zero,Discussion (p. 629),definitional,0,0,percent,==,TRUE,"When the electorate is 0% or 100% bilingual, the respective strategies are clear"
discussion_electorate_hundred,Discussion (p. 629),definitional,100,0,percent,==,TRUE,When the electorate is 0% or 100% bilingual: the upper end
discussion_majority_threshold,Discussion (p. 629),definitional,50,0,percent,==,FALSE,even when more than 50% of the constituency is bilingual. The threshold the next claim is evaluated against.
discussion_majority_bilingual,Discussion (p. 629),descriptive,NA,0,NA,==,TRUE,"candidates should be cautious when pursuing a Spanish-language advertising strategy, even when more than 50% of the constituency is bilingual"
note_4_quiz_questions,Note 4 (p. 631),definitional,2,0,NA,==,FALSE,The language quiz is a two-question summary of linguistic ability in two languages
note_4_languages,Note 4 (p. 631),definitional,2,0,NA,==,FALSE,a two-question summary of linguistic ability in two languages: the languages
note_intext_appendix_a,Effects on Mechanisms (p. 625),structural,NA,0,NA,==,FALSE,"In the supplemental Appendix A, we report the interactive effects of the Spanish-language ad and the Spanish-language survey. The cross-reference resolves: appendix section A is Interaction Regression Specifications."
note_8_appendix_b,Note 8 (p. 631),structural,NA,0,NA,==,FALSE,Corresponding regression tables are presented in the supplemental Appendix B. The cross-reference resolves: appendix section B is Heterogeneous Effects by Partisanship.
appendix_date_day,Appendix front matter,structural,29,0,NA,==,FALSE,"November 29, 2017. The day the appendix is dated."
appendix_date_year,Appendix front matter,structural,2017,0,NA,==,FALSE,"November 29, 2017. The year."
appendix_section_a,Appendix contents,structural,1,0,NA,==,FALSE,"A Interaction Regression Specifications, starting on appendix page 1"
appendix_section_b,Appendix contents,structural,4,0,NA,==,FALSE,"B Heterogeneous Effects by Partisanship, starting on appendix page 4"
appendix_section_c,Appendix contents,structural,5,0,NA,==,FALSE,"C Binary Choice Models, starting on appendix page 5"
appendix_section_d,Appendix contents,structural,7,0,NA,==,FALSE,"D Spanish-Language Survey, starting on appendix page 7"
appendix_section_e,Appendix contents,structural,8,0,NA,==,FALSE,"E Language Quiz, starting on appendix page 8"
appendix_a_dependent_variables,Appendix A (p. 1),pipeline,4,0,NA,==,TRUE,we will present estimates of the effects of treatment on all four dependent variables using a model that includes an interaction
appendix_a_interactions_insignificant,Appendix A (p. 1),descriptive,NA,0,NA,==,TRUE,"As indicated by the small and statistically insignificant coefficients on the interaction terms, the effects of the advertisement treatment do not appear to be moderated by the language of the survey"
appendix_c_binary_outcomes,Appendix C (p. 5),pipeline,2,0,NA,==,TRUE,Two of our dependent variables (Prefer Candidate in General and Candidate Cares) are binary
appendix_c_crossref_tables,Appendix C (p. 5),structural,NA,0,NA,==,FALSE,These tables correspond to Tables 5 and 7 in the text. Both cross-references resolve.
appendix_c_ame_matches_ols,Appendix C (p. 5),descriptive,NA,0,NA,==,TRUE,"When we compute the average marginal effects from these models, we obtain answers that match the OLS models to the second decimal place or better"
appendix_d_like_scale_min,Appendix D (p. 7),definitional,1,0,NA,==,FALSE,Branching question mapped into scale from 1 to 7. The Spanish restatement of design_like_scale_min.
appendix_d_like_scale_max,Appendix D (p. 7),definitional,7,0,NA,==,FALSE,Branching question mapped into scale from 1 to 7. The Spanish restatement of design_like_scale_max.
appendix_d_cares_high,Appendix D (p. 7),definitional,1,0,NA,==,FALSE,1: Cares about people like me. The Spanish restatement of design_cares_high.
appendix_d_cares_low,Appendix D (p. 7),definitional,0,0,NA,==,FALSE,0: Doesn't care about people like me. The Spanish restatement of design_cares_low.
appendix_d_confidence_min,Appendix D (p. 7),definitional,1,0,NA,==,FALSE,"Scale from 1 to 4, where 4 indicates greater confidence. The Spanish restatement of design_confidence_min."
appendix_d_confidence_max,Appendix D (p. 7),definitional,4,0,NA,==,FALSE,"Scale from 1 to 4, where 4 indicates greater confidence. The Spanish restatement of design_confidence_max."
appendix_d_confidence_top,Appendix D (p. 7),definitional,4,0,NA,==,FALSE,where 4 indicates greater confidence. The Spanish restatement of design_confidence_top.
appendix_d_linked_fate_min,Appendix D (p. 7),definitional,1,0,NA,==,FALSE,"Scale from 1 to 4, where 4 indicates a lot. The Spanish restatement of design_linked_fate_min."
appendix_d_linked_fate_max,Appendix D (p. 7),definitional,4,0,NA,==,FALSE,"Scale from 1 to 4, where 4 indicates a lot. The Spanish restatement of design_linked_fate_max."
appendix_d_linked_fate_top,Appendix D (p. 7),definitional,4,0,NA,==,FALSE,where 4 indicates a lot. The Spanish restatement of design_linked_fate_top.
appendix_e_quiz_questions,Appendix E (p. 8),definitional,2,0,NA,==,FALSE,"we asked subjects to answer two quiz questions, one about Maria and a second about Adam"
appendix_e_one_english,Appendix E (p. 8),definitional,1,0,NA,==,FALSE,Subjects were randomly assigned to see one question in English and the other in Spanish
appendix_e_two_question_quiz,Appendix E (p. 8),definitional,2,0,NA,==,FALSE,Subjects were categorized as bilingual if they received a perfect score on this two-question quiz
appendix_e_quiz_1_number,Appendix E (p. 8),structural,1,0,NA,==,FALSE,Spanish Quiz 1 and English Quiz 1. The item's own number.
appendix_e_quiz_2_number,Appendix E (p. 8),structural,2,0,NA,==,FALSE,Spanish Quiz 2 and English Quiz 2. The item's own number.
table_note_hc2,Table notes (Tables 5-9 and A.1-B.8),definitional,2,0,NA,==,FALSE,HC2 robust standard errors are in parentheses. The 2 is part of the estimator's name and is visible at every lm_robust call site.
table_note_p10,Table notes (all 15 regression tables),definitional,0.1,1,NA,==,FALSE,* p < .1. Printed in the note of every regression table in the article and appendix. The pipeline writes coefficients rather than stars.
table_note_p05,Table notes (all 15 regression tables),definitional,0.05,2,NA,==,FALSE,** p < .05. Same note.
table_note_p01,Table notes (all 15 regression tables),definitional,0.01,2,NA,==,FALSE,*** p < .01. Same note.
float_table_1,Table 1 (p. 616),structural,8,0,NA,==,FALSE,"Table 1 prints 8 numeric cells: the English and Spanish language indicators for its four subject types. Its potential-outcome entries are symbolic expressions, not values."
float_table_2,Table 2 (p. 618),structural,47,0,NA,==,FALSE,"Table 2 prints 47 numeric cells: six demographics by three samples as a mean and a standard error, two income measures reported for two samples each, and three sample sizes. The digits inside the row labels are recorded separately."
float_table_3,Table 3 (p. 619),structural,16,0,NA,==,FALSE,"Table 3 prints 16 cell counts. The chi-squared test beneath it is prose, not part of the float."
float_table_4,Table 4 (pp. 620-621),structural,9,0,NA,==,FALSE,Table 4 prints 9 numbers: six advertisement running times and the three election years in its panel headings. The YouTube identifiers contain digits but are not numbers.
float_table_5,Table 5 (p. 623),structural,31,0,NA,==,FALSE,"Table 5 prints 31 numeric cells across five columns: an advertisement coefficient and standard error in each, a survey-language coefficient and standard error in three, a constant and standard error in each, and five sample sizes."
float_table_6,Table 6 (p. 625),structural,31,0,NA,==,FALSE,"Table 6, same shape as Table 5."
float_table_7,Table 7 (p. 625),structural,31,0,NA,==,FALSE,"Table 7, same shape as Table 5."
float_table_8,Table 8 (p. 626),structural,31,0,NA,==,FALSE,"Table 8, same shape as Table 5."
float_table_9,Table 9 (p. 628),structural,10,0,NA,==,FALSE,"Table 9 prints 10 numeric cells: a survey-language coefficient and standard error, a constant and standard error, and a sample size in each of two columns."
